criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mean_test_score,std_test_score,rank_test_score
gini,50,,50,100,1,0.6047619047619047,0.13265131692556306,3041
gini,50,,50,100,5,0.680952380952381,0.06998542122237651,1729
gini,50,,50,100,10,0.6619047619047619,0.08702698515474791,2438
gini,50,,50,100,25,0.6666666666666666,0.0865042958313569,2311
gini,50,,50,100,50,0.6285714285714286,0.11527350892295432,2875
gini,50,,50,100,75,0.6190476190476191,0.07824607964359516,2913
gini,50,,50,100,100,0.6142857142857143,0.07438333024673005,2952
gini,50,,100,2,1,0.5,0.0,3297
gini,50,,100,2,5,0.5,0.0,3297
gini,50,,100,2,10,0.5,0.0,3297
gini,50,,100,2,25,0.5,0.0,3297
gini,50,,100,2,50,0.5,0.0,3297
gini,50,,100,2,75,0.5,0.0,3297
gini,50,,100,2,100,0.5,0.0,3297
gini,50,,100,5,1,0.5,0.0,3297
gini,50,,100,5,5,0.5,0.0,3297
gini,50,,100,5,10,0.5,0.0,3297
gini,50,,100,5,25,0.5,0.0,3297
gini,50,,100,5,50,0.5,0.0,3297
gini,50,,100,5,75,0.5,0.0,3297
gini,50,,100,5,100,0.5,0.0,3297
gini,50,,100,10,1,0.5,0.0,3297
gini,50,,100,10,5,0.5,0.0,3297
gini,50,,100,10,10,0.5,0.0,3297
gini,50,,100,10,25,0.5,0.0,3297
gini,50,,100,10,50,0.5,0.0,3297
gini,50,,100,10,75,0.5,0.0,3297
gini,50,,100,10,100,0.5,0.0,3297
gini,50,,100,100,1,0.5,0.0,3297
gini,50,,100,100,5,0.5,0.0,3297
gini,50,,100,100,10,0.5,0.0,3297
gini,50,,100,100,25,0.5,0.0,3297
gini,50,,100,100,50,0.5,0.0,3297
gini,50,,100,100,75,0.5,0.0,3297
gini,50,,100,100,100,0.5,0.0,3297
gini,100,sqrt,1,2,1,0.6047619047619047,0.07619047619047618,3041
gini,100,sqrt,1,2,5,0.6714285714285715,0.04616837959444123,2161
gini,100,sqrt,1,2,10,0.6761904761904762,0.08192690730516788,1988
gini,100,sqrt,1,2,25,0.680952380952381,0.08984743935292006,1729
gini,100,sqrt,1,2,50,0.7095238095238096,0.07882354932022308,278
gini,100,sqrt,1,2,75,0.7142857142857143,0.07824607964359515,164
gini,100,sqrt,1,2,100,0.7095238095238094,0.06459361888690732,414
gini,100,sqrt,1,5,1,0.6047619047619047,0.05553287518900286,3041
gini,100,sqrt,1,5,5,0.6619047619047619,0.07882354932022309,2438
gini,100,sqrt,1,5,10,0.6571428571428571,0.10389249632986393,2566
gini,100,sqrt,1,5,25,0.7,0.10056529562829938,884
gini,100,sqrt,1,5,50,0.6904761904761905,0.09282661280770442,1246
gini,100,sqrt,1,5,75,0.6714285714285715,0.07438333024673004,2161
gini,100,sqrt,1,5,100,0.6761904761904762,0.08728715609439697,1988
gini,100,sqrt,1,10,1,0.6095238095238095,0.0649437223665993,3012
gini,100,sqrt,1,10,5,0.6714285714285715,0.04616837959444124,2161
gini,100,sqrt,1,10,10,0.6666666666666666,0.0878051853075513,2311
gini,100,sqrt,1,10,25,0.6714285714285715,0.08832017614757812,2161
gini,100,sqrt,1,10,50,0.6857142857142857,0.09689042833036096,1481
gini,100,sqrt,1,10,75,0.7047619047619047,0.08053111678708458,643
gini,100,sqrt,1,10,100,0.6761904761904762,0.08464947064110086,1988
gini,100,sqrt,1,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,sqrt,1,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,sqrt,1,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,sqrt,1,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,1,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,1,100,75,0.7047619047619047,0.08053111678708459,643
gini,100,sqrt,1,100,100,0.7095238095238094,0.08302664654363187,414
gini,100,sqrt,2,2,1,0.6,0.07589227357385346,3089
gini,100,sqrt,2,2,5,0.6619047619047619,0.11703053073756675,2438
gini,100,sqrt,2,2,10,0.6714285714285715,0.08438116736509213,2161
gini,100,sqrt,2,2,25,0.7095238095238094,0.08438116736509212,414
gini,100,sqrt,2,2,50,0.7,0.08192690730516787,884
gini,100,sqrt,2,2,75,0.6952380952380952,0.059093684028527896,1065
gini,100,sqrt,2,2,100,0.6952380952380952,0.06459361888690732,1065
gini,100,sqrt,2,5,1,0.6047619047619047,0.07766431633476235,3041
gini,100,sqrt,2,5,5,0.6380952380952379,0.09920317455237933,2822
gini,100,sqrt,2,5,10,0.6857142857142857,0.08438116736509216,1481
gini,100,sqrt,2,5,25,0.6952380952380952,0.08438116736509216,1065
gini,100,sqrt,2,5,50,0.6952380952380952,0.08702698515474794,1065
gini,100,sqrt,2,5,75,0.7047619047619047,0.0832993127835043,643
gini,100,sqrt,2,5,100,0.6904761904761905,0.09404008408634047,1246
gini,100,sqrt,2,10,1,0.6,0.06801360408136047,3089
gini,100,sqrt,2,10,5,0.6523809523809524,0.06998542122237648,2646
gini,100,sqrt,2,10,10,0.6666666666666667,0.07377111135633174,2283
gini,100,sqrt,2,10,25,0.6666666666666667,0.0865042958313569,2283
gini,100,sqrt,2,10,50,0.680952380952381,0.0761904761904762,1729
gini,100,sqrt,2,10,75,0.6714285714285715,0.07589227357385346,2161
gini,100,sqrt,2,10,100,0.6761904761904762,0.07315376902732008,1988
gini,100,sqrt,2,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,sqrt,2,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,sqrt,2,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,sqrt,2,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,2,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,2,100,75,0.7047619047619047,0.08053111678708459,643
gini,100,sqrt,2,100,100,0.7095238095238094,0.08302664654363187,414
gini,100,sqrt,5,2,1,0.6142857142857143,0.09920317455237931,2952
gini,100,sqrt,5,2,5,0.7,0.08329931278350426,884
gini,100,sqrt,5,2,10,0.6666666666666667,0.06734350297014736,2283
gini,100,sqrt,5,2,25,0.680952380952381,0.07911070345636263,1729
gini,100,sqrt,5,2,50,0.6952380952380952,0.057142857142857134,1065
gini,100,sqrt,5,2,75,0.7,0.07766431633476234,884
gini,100,sqrt,5,2,100,0.6904761904761905,0.06563832739090582,1246
gini,100,sqrt,5,5,1,0.6142857142857143,0.09920317455237931,2952
gini,100,sqrt,5,5,5,0.7,0.08329931278350426,884
gini,100,sqrt,5,5,10,0.6666666666666667,0.06734350297014736,2283
gini,100,sqrt,5,5,25,0.680952380952381,0.07911070345636263,1729
gini,100,sqrt,5,5,50,0.6952380952380952,0.057142857142857134,1065
gini,100,sqrt,5,5,75,0.7,0.07766431633476234,884
gini,100,sqrt,5,5,100,0.6904761904761905,0.06563832739090582,1246
gini,100,sqrt,5,10,1,0.6142857142857143,0.09920317455237931,2952
gini,100,sqrt,5,10,5,0.7,0.08329931278350426,884
gini,100,sqrt,5,10,10,0.6666666666666667,0.06734350297014736,2283
gini,100,sqrt,5,10,25,0.680952380952381,0.07911070345636263,1729
gini,100,sqrt,5,10,50,0.6952380952380952,0.057142857142857134,1065
gini,100,sqrt,5,10,75,0.7,0.07766431633476234,884
gini,100,sqrt,5,10,100,0.6904761904761905,0.06563832739090582,1246
gini,100,sqrt,5,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,sqrt,5,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,sqrt,5,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,sqrt,5,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,5,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,sqrt,5,100,75,0.6952380952380952,0.08164965809277261,1065
gini,100,sqrt,5,100,100,0.7047619047619047,0.08597842897746565,643
gini,100,sqrt,10,2,1,0.5714285714285715,0.07377111135633176,3121
gini,100,sqrt,10,2,5,0.680952380952381,0.0982846068597633,1729
gini,100,sqrt,10,2,10,0.6904761904761905,0.08518354199999198,1246
gini,100,sqrt,10,2,25,0.7047619047619047,0.07911070345636263,643
gini,100,sqrt,10,2,50,0.7047619047619047,0.07766431633476233,643
gini,100,sqrt,10,2,75,0.6952380952380952,0.07882354932022308,1065
gini,100,sqrt,10,2,100,0.6857142857142857,0.07589227357385346,1481
gini,100,sqrt,10,5,1,0.5714285714285715,0.07377111135633176,3121
gini,100,sqrt,10,5,5,0.680952380952381,0.0982846068597633,1729
gini,100,sqrt,10,5,10,0.6904761904761905,0.08518354199999198,1246
gini,100,sqrt,10,5,25,0.7047619047619047,0.07911070345636263,643
gini,100,sqrt,10,5,50,0.7047619047619047,0.07766431633476233,643
gini,100,sqrt,10,5,75,0.6952380952380952,0.07882354932022308,1065
gini,100,sqrt,10,5,100,0.6857142857142857,0.07589227357385346,1481
gini,100,sqrt,10,10,1,0.5714285714285715,0.07377111135633176,3121
gini,100,sqrt,10,10,5,0.680952380952381,0.0982846068597633,1729
gini,100,sqrt,10,10,10,0.6904761904761905,0.08518354199999198,1246
gini,100,sqrt,10,10,25,0.7047619047619047,0.07911070345636263,643
gini,100,sqrt,10,10,50,0.7047619047619047,0.07766431633476233,643
gini,100,sqrt,10,10,75,0.6952380952380952,0.07882354932022308,1065
gini,100,sqrt,10,10,100,0.6857142857142857,0.07589227357385346,1481
gini,100,sqrt,10,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,sqrt,10,100,5,0.6761904761904762,0.07766431633476234,1988
gini,100,sqrt,10,100,10,0.6714285714285715,0.09331389496316869,2161
gini,100,sqrt,10,100,25,0.7,0.08857654875113463,884
gini,100,sqrt,10,100,50,0.7095238095238096,0.08702698515474794,278
gini,100,sqrt,10,100,75,0.7,0.08464947064110084,884
gini,100,sqrt,10,100,100,0.6904761904761905,0.07968190728895959,1246
gini,100,sqrt,50,2,1,0.49523809523809526,0.04364357804719846,3969
gini,100,sqrt,50,2,5,0.680952380952381,0.061352851079643445,1729
gini,100,sqrt,50,2,10,0.6619047619047619,0.07882354932022308,2438
gini,100,sqrt,50,2,25,0.6571428571428571,0.08857654875113463,2566
gini,100,sqrt,50,2,50,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,2,75,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,2,100,0.6666666666666666,0.0656383273909058,2311
gini,100,sqrt,50,5,1,0.49523809523809526,0.04364357804719846,3969
gini,100,sqrt,50,5,5,0.680952380952381,0.061352851079643445,1729
gini,100,sqrt,50,5,10,0.6619047619047619,0.07882354932022308,2438
gini,100,sqrt,50,5,25,0.6571428571428571,0.08857654875113463,2566
gini,100,sqrt,50,5,50,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,5,75,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,5,100,0.6666666666666666,0.0656383273909058,2311
gini,100,sqrt,50,10,1,0.49523809523809526,0.04364357804719846,3969
gini,100,sqrt,50,10,5,0.680952380952381,0.061352851079643445,1729
gini,100,sqrt,50,10,10,0.6619047619047619,0.07882354932022308,2438
gini,100,sqrt,50,10,25,0.6571428571428571,0.08857654875113463,2566
gini,100,sqrt,50,10,50,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,10,75,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,10,100,0.6666666666666666,0.0656383273909058,2311
gini,100,sqrt,50,100,1,0.49523809523809526,0.04364357804719846,3969
gini,100,sqrt,50,100,5,0.680952380952381,0.061352851079643445,1729
gini,100,sqrt,50,100,10,0.6619047619047619,0.07882354932022308,2438
gini,100,sqrt,50,100,25,0.6571428571428571,0.08857654875113463,2566
gini,100,sqrt,50,100,50,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,100,75,0.6476190476190476,0.04616837959444123,2657
gini,100,sqrt,50,100,100,0.6666666666666666,0.0656383273909058,2311
gini,100,sqrt,100,2,1,0.5,0.0,3297
gini,100,sqrt,100,2,5,0.5,0.0,3297
gini,100,sqrt,100,2,10,0.5,0.0,3297
gini,100,sqrt,100,2,25,0.5,0.0,3297
gini,100,sqrt,100,2,50,0.5,0.0,3297
gini,100,sqrt,100,2,75,0.5,0.0,3297
gini,100,sqrt,100,2,100,0.5,0.0,3297
gini,100,sqrt,100,5,1,0.5,0.0,3297
gini,100,sqrt,100,5,5,0.5,0.0,3297
gini,100,sqrt,100,5,10,0.5,0.0,3297
gini,100,sqrt,100,5,25,0.5,0.0,3297
gini,100,sqrt,100,5,50,0.5,0.0,3297
gini,100,sqrt,100,5,75,0.5,0.0,3297
gini,100,sqrt,100,5,100,0.5,0.0,3297
gini,100,sqrt,100,10,1,0.5,0.0,3297
gini,100,sqrt,100,10,5,0.5,0.0,3297
gini,100,sqrt,100,10,10,0.5,0.0,3297
gini,100,sqrt,100,10,25,0.5,0.0,3297
gini,100,sqrt,100,10,50,0.5,0.0,3297
gini,100,sqrt,100,10,75,0.5,0.0,3297
gini,100,sqrt,100,10,100,0.5,0.0,3297
gini,100,sqrt,100,100,1,0.5,0.0,3297
gini,100,sqrt,100,100,5,0.5,0.0,3297
gini,100,sqrt,100,100,10,0.5,0.0,3297
gini,100,sqrt,100,100,25,0.5,0.0,3297
gini,100,sqrt,100,100,50,0.5,0.0,3297
gini,100,sqrt,100,100,75,0.5,0.0,3297
gini,100,sqrt,100,100,100,0.5,0.0,3297
gini,100,log2,1,2,1,0.6047619047619047,0.07619047619047618,3041
gini,100,log2,1,2,5,0.6714285714285715,0.04616837959444123,2161
gini,100,log2,1,2,10,0.6761904761904762,0.08192690730516788,1988
gini,100,log2,1,2,25,0.680952380952381,0.08984743935292006,1729
gini,100,log2,1,2,50,0.7095238095238096,0.07882354932022308,278
gini,100,log2,1,2,75,0.7142857142857143,0.07824607964359515,164
gini,100,log2,1,2,100,0.7095238095238094,0.06459361888690732,414
gini,100,log2,1,5,1,0.6047619047619047,0.05553287518900286,3041
gini,100,log2,1,5,5,0.6619047619047619,0.07882354932022309,2438
gini,100,log2,1,5,10,0.6571428571428571,0.10389249632986393,2566
gini,100,log2,1,5,25,0.7,0.10056529562829938,884
gini,100,log2,1,5,50,0.6904761904761905,0.09282661280770442,1246
gini,100,log2,1,5,75,0.6714285714285715,0.07438333024673004,2161
gini,100,log2,1,5,100,0.6761904761904762,0.08728715609439697,1988
gini,100,log2,1,10,1,0.6095238095238095,0.0649437223665993,3012
gini,100,log2,1,10,5,0.6714285714285715,0.04616837959444124,2161
gini,100,log2,1,10,10,0.6666666666666666,0.0878051853075513,2311
gini,100,log2,1,10,25,0.6714285714285715,0.08832017614757812,2161
gini,100,log2,1,10,50,0.6857142857142857,0.09689042833036096,1481
gini,100,log2,1,10,75,0.7047619047619047,0.08053111678708458,643
gini,100,log2,1,10,100,0.6761904761904762,0.08464947064110086,1988
gini,100,log2,1,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,log2,1,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,log2,1,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,log2,1,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,log2,1,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,log2,1,100,75,0.7047619047619047,0.08053111678708459,643
gini,100,log2,1,100,100,0.7095238095238094,0.08302664654363187,414
gini,100,log2,2,2,1,0.6,0.07589227357385346,3089
gini,100,log2,2,2,5,0.6619047619047619,0.11703053073756675,2438
gini,100,log2,2,2,10,0.6714285714285715,0.08438116736509213,2161
gini,100,log2,2,2,25,0.7095238095238094,0.08438116736509212,414
gini,100,log2,2,2,50,0.7,0.08192690730516787,884
gini,100,log2,2,2,75,0.6952380952380952,0.059093684028527896,1065
gini,100,log2,2,2,100,0.6952380952380952,0.06459361888690732,1065
gini,100,log2,2,5,1,0.6047619047619047,0.07766431633476235,3041
gini,100,log2,2,5,5,0.6380952380952379,0.09920317455237933,2822
gini,100,log2,2,5,10,0.6857142857142857,0.08438116736509216,1481
gini,100,log2,2,5,25,0.6952380952380952,0.08438116736509216,1065
gini,100,log2,2,5,50,0.6952380952380952,0.08702698515474794,1065
gini,100,log2,2,5,75,0.7047619047619047,0.0832993127835043,643
gini,100,log2,2,5,100,0.6904761904761905,0.09404008408634047,1246
gini,100,log2,2,10,1,0.6,0.06801360408136047,3089
gini,100,log2,2,10,5,0.6523809523809524,0.06998542122237648,2646
gini,100,log2,2,10,10,0.6666666666666667,0.07377111135633174,2283
gini,100,log2,2,10,25,0.6666666666666667,0.0865042958313569,2283
gini,100,log2,2,10,50,0.680952380952381,0.0761904761904762,1729
gini,100,log2,2,10,75,0.6714285714285715,0.07589227357385346,2161
gini,100,log2,2,10,100,0.6761904761904762,0.07315376902732008,1988
gini,100,log2,2,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,log2,2,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,log2,2,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,log2,2,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,log2,2,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,log2,2,100,75,0.7047619047619047,0.08053111678708459,643
gini,100,log2,2,100,100,0.7095238095238094,0.08302664654363187,414
gini,100,log2,5,2,1,0.6142857142857143,0.09920317455237931,2952
gini,100,log2,5,2,5,0.7,0.08329931278350426,884
gini,100,log2,5,2,10,0.6666666666666667,0.06734350297014736,2283
gini,100,log2,5,2,25,0.680952380952381,0.07911070345636263,1729
gini,100,log2,5,2,50,0.6952380952380952,0.057142857142857134,1065
gini,100,log2,5,2,75,0.7,0.07766431633476234,884
gini,100,log2,5,2,100,0.6904761904761905,0.06563832739090582,1246
gini,100,log2,5,5,1,0.6142857142857143,0.09920317455237931,2952
gini,100,log2,5,5,5,0.7,0.08329931278350426,884
gini,100,log2,5,5,10,0.6666666666666667,0.06734350297014736,2283
gini,100,log2,5,5,25,0.680952380952381,0.07911070345636263,1729
gini,100,log2,5,5,50,0.6952380952380952,0.057142857142857134,1065
gini,100,log2,5,5,75,0.7,0.07766431633476234,884
gini,100,log2,5,5,100,0.6904761904761905,0.06563832739090582,1246
gini,100,log2,5,10,1,0.6142857142857143,0.09920317455237931,2952
gini,100,log2,5,10,5,0.7,0.08329931278350426,884
gini,100,log2,5,10,10,0.6666666666666667,0.06734350297014736,2283
gini,100,log2,5,10,25,0.680952380952381,0.07911070345636263,1729
gini,100,log2,5,10,50,0.6952380952380952,0.057142857142857134,1065
gini,100,log2,5,10,75,0.7,0.07766431633476234,884
gini,100,log2,5,10,100,0.6904761904761905,0.06563832739090582,1246
gini,100,log2,5,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,log2,5,100,5,0.6857142857142857,0.06966066113489425,1481
gini,100,log2,5,100,10,0.6857142857142857,0.1014632178698215,1481
gini,100,log2,5,100,25,0.7047619047619048,0.08329931278350429,555
gini,100,log2,5,100,50,0.7047619047619048,0.08329931278350429,555
gini,100,log2,5,100,75,0.6952380952380952,0.08164965809277261,1065
gini,100,log2,5,100,100,0.7047619047619047,0.08597842897746565,643
gini,100,log2,10,2,1,0.5714285714285715,0.07377111135633176,3121
gini,100,log2,10,2,5,0.680952380952381,0.0982846068597633,1729
gini,100,log2,10,2,10,0.6904761904761905,0.08518354199999198,1246
gini,100,log2,10,2,25,0.7047619047619047,0.07911070345636263,643
gini,100,log2,10,2,50,0.7047619047619047,0.07766431633476233,643
gini,100,log2,10,2,75,0.6952380952380952,0.07882354932022308,1065
gini,100,log2,10,2,100,0.6857142857142857,0.07589227357385346,1481
gini,100,log2,10,5,1,0.5714285714285715,0.07377111135633176,3121
gini,100,log2,10,5,5,0.680952380952381,0.0982846068597633,1729
gini,100,log2,10,5,10,0.6904761904761905,0.08518354199999198,1246
gini,100,log2,10,5,25,0.7047619047619047,0.07911070345636263,643
gini,100,log2,10,5,50,0.7047619047619047,0.07766431633476233,643
gini,100,log2,10,5,75,0.6952380952380952,0.07882354932022308,1065
gini,100,log2,10,5,100,0.6857142857142857,0.07589227357385346,1481
gini,100,log2,10,10,1,0.5714285714285715,0.07377111135633176,3121
gini,100,log2,10,10,5,0.680952380952381,0.0982846068597633,1729
gini,100,log2,10,10,10,0.6904761904761905,0.08518354199999198,1246
gini,100,log2,10,10,25,0.7047619047619047,0.07911070345636263,643
gini,100,log2,10,10,50,0.7047619047619047,0.07766431633476233,643
gini,100,log2,10,10,75,0.6952380952380952,0.07882354932022308,1065
gini,100,log2,10,10,100,0.6857142857142857,0.07589227357385346,1481
gini,100,log2,10,100,1,0.5095238095238095,0.03563483225498992,3185
gini,100,log2,10,100,5,0.6761904761904762,0.07766431633476234,1988
gini,100,log2,10,100,10,0.6714285714285715,0.09331389496316869,2161
gini,100,log2,10,100,25,0.7,0.08857654875113463,884
gini,100,log2,10,100,50,0.7095238095238096,0.08702698515474794,278
gini,100,log2,10,100,75,0.7,0.08464947064110084,884
gini,100,log2,10,100,100,0.6904761904761905,0.07968190728895959,1246
gini,100,log2,50,2,1,0.49523809523809526,0.04364357804719846,3969
gini,100,log2,50,2,5,0.680952380952381,0.061352851079643445,1729
gini,100,log2,50,2,10,0.6619047619047619,0.07882354932022308,2438
gini,100,log2,50,2,25,0.6571428571428571,0.08857654875113463,2566
gini,100,log2,50,2,50,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,2,75,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,2,100,0.6666666666666666,0.0656383273909058,2311
gini,100,log2,50,5,1,0.49523809523809526,0.04364357804719846,3969
gini,100,log2,50,5,5,0.680952380952381,0.061352851079643445,1729
gini,100,log2,50,5,10,0.6619047619047619,0.07882354932022308,2438
gini,100,log2,50,5,25,0.6571428571428571,0.08857654875113463,2566
gini,100,log2,50,5,50,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,5,75,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,5,100,0.6666666666666666,0.0656383273909058,2311
gini,100,log2,50,10,1,0.49523809523809526,0.04364357804719846,3969
gini,100,log2,50,10,5,0.680952380952381,0.061352851079643445,1729
gini,100,log2,50,10,10,0.6619047619047619,0.07882354932022308,2438
gini,100,log2,50,10,25,0.6571428571428571,0.08857654875113463,2566
gini,100,log2,50,10,50,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,10,75,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,10,100,0.6666666666666666,0.0656383273909058,2311
gini,100,log2,50,100,1,0.49523809523809526,0.04364357804719846,3969
gini,100,log2,50,100,5,0.680952380952381,0.061352851079643445,1729
gini,100,log2,50,100,10,0.6619047619047619,0.07882354932022308,2438
gini,100,log2,50,100,25,0.6571428571428571,0.08857654875113463,2566
gini,100,log2,50,100,50,0.6476190476190476,0.04616837959444123,2657
gini,100,log2,50,100,75,0.6476190476190476,0.04616837959444123,2657
